Orthogroup_ID	transcript_ID_native	Flybase	Flybase_summary	CAFE_p-value	I_luminosus_num_GF_members	A_verrucosus_num_GF_members	P_pyralis_num_GF_members	D_ponderosae_num_GF_members	B_siliquastri_num_GF_members	A_obtectus_num_GF_members	C_chinensis_num_GF_members	Z_morio_num_GF_members	D_melanogaster_num_GF_members	R_ferrugineus_num_GF_members	C_septempunctata_num_GF_members	T_castaneum_num_GF_members	C_maculatus_num_GF_members	T_molitor_num_GF_members	max_delta_GF
N0.HOG0000041	rna-NM_142433.2	FBgn0038581	This gene is referred to in FlyBase by the symbol Dmel\CG14314 (FBgn0038581). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:18216142..18218014. Its molecular function is described by: ecdysteroid 22-kinase activity. The biological processes in which it is involved are not known. 3 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of very low expression.  Peak expression observed within 06-18 hour embryonic stages, at stages throughout the larval period, at stages throughout the pupal period, in adult male stages.  		0.0	35	23	10	7	13	9	9	37	3	5	14	14	12	33	34
N0.HOG0000041	rna-NM_206689.2	FBgn0030317	The gene Pinkman is referred to in FlyBase by the symbol Dmel\pkm (CG1561, FBgn0030317). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is X:11581957..11584175. Its molecular function is described by: ecdysteroid 22-kinase activity. The biological processes in which it is involved are not known. 10 alleles are reported. The phenotypes of these alleles manifest in: presynaptic active zone; embryonic/larval neuromuscular junction. The phenotypic classes of alleles include: partially lethal - majority die; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of extremely low expression.  Peak expression observed during late pupal stages, in stages of adults of both sexes.  		0.0	35	23	10	7	13	9	9	37	3	5	14	14	12	33	34
N0.HOG0000041	rna-NM_140938.3	FBgn0036956	The gene wallflower is referred to in FlyBase by the symbol Dmel\wall (CG13813, FBgn0036956). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3L:20231669..20233255. Its molecular function is described by: ecdysteroid 22-kinase activity. The biological processes in which it is involved are not known. 8 alleles are reported. The phenotypes of these alleles manifest in: organism; organ system; denticle field; embryonic/larval anal pad; integumentary system. The phenotypic classes of alleles include: phenotype; increased mortality during development; lethal - all die before end of pupal stage; increased mortality. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of very low expression.  Peak expression observed within 12-18 embryonic stages.  		0.0	35	23	10	7	13	9	9	37	3	5	14	14	12	33	34
N0.HOG0000045	rna-NM_001258741.2	FBgn0262534	This gene is referred to in FlyBase by the symbol Dmel\CG43088 (FBgn0262534). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is X:14702358..14703654. Its molecular function is described by: . It is involved in the biological process described with: . 5 alleles are reported. No phenotypic data is available. No phenotypic class data is available.	0.0	20	1	35	5	1	37	16	38	1	1	23	1	32	4	37
N0.HOG0000047	rna-NM_141579.3	FBgn0037633	This gene is referred to in FlyBase by the symbol Dmel\CG9839 (FBgn0037633). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 3R:8803471..8805802. Its molecular function is unknown. The biological processes in which it is involved are not known. 5 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: short lived; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of low expression.  Peak expression observed within 00-12 hour embryonic stages.  		0.0	26	2	4	3	1	72	65	10	1	2	5	1	13	5	71
N0.HOG0000049	rna-NM_137601.4	FBgn0034471	The gene Odorant-binding protein 56e is referred to in FlyBase by the symbol Dmel\Obp56e (CG8462, FBgn0034471). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (all unique). Gene sequence location is 2R:19712345..19712932. Its molecular function is described by: odorant binding. It is involved in the biological process described with: sexual reproduction; sensory perception of chemical stimulus; sensory perception of smell. 5 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: abnormal behavior; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of no expression detected.  Peak expression observed in adult male stages.  		0.0	15	23	2	10	10	6	6	36	4	33	4	12	6	39	37
N0.HOG0000049	rna-NM_001299690.1	FBgn0034470	The gene Odorant-binding protein 56d is referred to in FlyBase by the symbol Dmel\Obp56d (CG11218, FBgn0034470). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2R:19702924..19703915. Its molecular function is described by: odorant binding. It is involved in the biological process described with: olfactory behavior; sensory perception of chemical stimulus; sensory perception of smell; response to pheromone. 5 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of extremely low expression.  Peak expression observed within 18-24 hour embryonic stages, at stages throughout the larval period, during early pupal stages, in adult male stages.  		0.0	15	23	2	10	10	6	6	36	4	33	4	12	6	39	37
N0.HOG0000049	rna-NM_137598.3	FBgn0034468	The gene Odorant-binding protein 56a is referred to in FlyBase by the symbol Dmel\Obp56a (CG11797, FBgn0034468). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:19697723..19698508. Its molecular function is described by: odorant binding. It is involved in the biological process described with: response to pheromone; sensory perception of chemical stimulus; sensory perception of smell; olfactory behavior. 4 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of extremely high expression to a trough of very low expression.  Peak expression observed during early larval stages, during early pupal stages.  		0.0	15	23	2	10	10	6	6	36	4	33	4	12	6	39	37
N0.HOG0000049	rna-NM_001202050.1	FBgn0034475	The gene Odorant-binding protein 56h is referred to in FlyBase by the symbol Dmel\Obp56h (CG13874, FBgn0034475). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2R:19815554..19816204. Its molecular function is described by: odorant binding. It is involved in the biological process described with 6 unique terms, many of which group under: multicellular organismal process; response to stimulus; system process; sensory perception of chemical stimulus; sensory perception. 6 alleles are reported. The phenotype of these alleles manifest in: trichogen cell. The phenotypic classes of alleles include: phenotype; abnormal heat stress response; abnormal stress response; increased mortality. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of extremely low expression.  Peak expression observed within 18-24 hour embryonic stages, during early larval stages.  		0.0	15	23	2	10	10	6	6	36	4	33	4	12	6	39	37
N0.HOG0000052	rna-NM_140661.3	FBgn0036659	This gene is referred to in FlyBase by the symbol Dmel\CG9701 (FBgn0036659). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3L:16733546..16739364. Its molecular function is described by: hydrolase activity, hydrolyzing O-glycosyl compounds; beta-glucosidase activity. It is involved in the biological process described with: carbohydrate metabolic process. 5 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of extremely low expression.  Peak expression observed at stages throughout the pupal period.  		0.0	24	18	8	10	15	15	9	28	1	13	5	16	17	15	27
N0.HOG0000061	rna-NM_138120.3	FBgn0027590	The gene Glutathione S transferase E12 is referred to in FlyBase by the symbol Dmel\GstE12 (CG16936, FBgn0027590). It is a protein_coding_gene from Dmel. It has 4 annotated transcripts and 4 polypeptides (1 unique). Gene sequence location is 2R:24766718..24768172. Its molecular function is described by: glutathione transferase activity. It is involved in the biological process described with: glutathione metabolic process. 8 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of low expression.  Peak expression observed within 18-24 hour embryonic stages, at stages throughout the larval period, at stages throughout the pupal period, in stages of adults of both sexes.  		0.0	25	11	6	1	1	1	1	22	3	1	3	10	1	17	24
N0.HOG0000061	rna-NM_137495.3	FBgn0034354	The gene Glutathione S transferase E11 is referred to in FlyBase by the symbol Dmel\GstE11 (CG5224, FBgn0034354). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2R:18503608..18505025. Its molecular function is described by: glutathione transferase activity. It is involved in the biological process described with: glutathione metabolic process. 11 alleles are reported. The phenotypes of these alleles manifest in: ganglion mother cell; larval neuroblast; mesonotum. The phenotypic classes of alleles include: fertile; flightless; lethal; abnormal neuroanatomy; visible; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of moderate expression.  Peak expression observed within 06-18 hour embryonic stages, during late larval stages, at stages throughout the pupal period.  		0.0	25	11	6	1	1	1	1	22	3	1	3	10	1	17	24
N0.HOG0000061	rna-NM_001201960.1	FBgn0033381	The gene Glutathione S transferase E13 is referred to in FlyBase by the symbol Dmel\GstE13 (CG11784, FBgn0033381). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2R:9122125..9123309. Its molecular function is described by: glutathione transferase activity. It is involved in the biological process described with: glutathione metabolic process. 8 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of moderate expression.  Peak expression observed within 00-06 hour embryonic stages, during late pupal stages.  		0.0	25	11	6	1	1	1	1	22	3	1	3	10	1	17	24
N0.HOG0000064	rna-NM_143100.2	FBgn0039297	The gene Juvenile hormone binding protein 7 is referred to in FlyBase by the symbol Dmel\Jhbp7 (CG11852, FBgn0039297). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:25237614..25238895. Its molecular function is unknown. It is involved in the biological process described with: circadian rhythm. 5 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of extremely low expression.  Peak expression observed within 18-24 hour embryonic stages, during early larval stages, at stages throughout the pupal period.  		0.0	13	31	11	2	3	2	2	30	2	5	4	11	4	52	50
